day_type,time_per_hour,code_x,Distance_x,TOTAL_VOLUME,station_id,Direction,StopSequence
WEEKENDS/HOLIDAY,0,75009,0.6,2425,S84,1,1
WEEKENDS/HOLIDAY,0,76059,0.5,76,S84,1,2
WEEKENDS/HOLIDAY,0,76069,1.2,149,S84,1,3
WEEKENDS/HOLIDAY,0,96289,0.4,18,S84,1,4
WEEKENDS/HOLIDAY,0,96109,0.6,13,S84,1,5
WEEKENDS/HOLIDAY,0,85079,0.2,9,S84,1,6
WEEKENDS/HOLIDAY,0,85089,0.3,2,S84,1,7
WEEKENDS/HOLIDAY,0,85069,0.3,55,S84,1,8
WEEKENDS/HOLIDAY,0,85059,0.4,16,S207,1,9
WEEKENDS/HOLIDAY,0,85049,0.3,4,S207,1,10
WEEKENDS/HOLIDAY,0,85039,0.2,8,S207,1,11
WEEKENDS/HOLIDAY,0,85029,0.2,7,S207,1,12
WEEKENDS/HOLIDAY,0,85019,0.3,25,S207,1,13
WEEKENDS/HOLIDAY,0,94079,0.6,4,S207,1,14
WEEKENDS/HOLIDAY,0,94069,0.3,2,S207,1,15
WEEKENDS/HOLIDAY,0,94059,0.4,3,S212,1,16
WEEKENDS/HOLIDAY,0,94049,0.2,3,S212,1,17
WEEKENDS/HOLIDAY,0,94089,0.3,1,S212,1,18
WEEKENDS/HOLIDAY,0,94039,0.4,3,S212,1,19
WEEKENDS/HOLIDAY,0,94029,0.2,4,S212,1,20
WEEKENDS/HOLIDAY,0,94019,0.4,1,S212,1,21
WEEKENDS/HOLIDAY,0,93099,0.5,5,S212,1,22
WEEKENDS/HOLIDAY,0,93089,0.3,8,S212,1,23
WEEKENDS/HOLIDAY,0,93079,0.3,23,S212,1,24
WEEKENDS/HOLIDAY,0,93069,0.4,5,S113,1,25
WEEKENDS/HOLIDAY,0,93059,0.3,5,S113,1,26
WEEKENDS/HOLIDAY,0,92159,0.3,8,S113,1,27
WEEKENDS/HOLIDAY,0,92149,0.3,10,S113,1,28
WEEKENDS/HOLIDAY,0,92139,0.5,12,S113,1,29
WEEKENDS/HOLIDAY,0,92129,0.5,27,S113,1,30
WEEKENDS/HOLIDAY,0,92119,0.2,48,S113,1,31
WEEKENDS/HOLIDAY,0,92109,0.3,9,S113,1,32
WEEKENDS/HOLIDAY,0,92099,0.5,28,S78,1,33
WEEKENDS/HOLIDAY,0,92161,0.4,17,S78,1,34
WEEKENDS/HOLIDAY,0,82071,0.8,24,S78,1,35
WEEKENDS/HOLIDAY,0,81199,0.3,5,S78,1,36
WEEKENDS/HOLIDAY,0,81189,0.5,18,S78,1,37
WEEKENDS/HOLIDAY,0,81179,0.6,27,S78,1,38
WEEKENDS/HOLIDAY,0,80141,0.7,32,S214,1,39
WEEKENDS/HOLIDAY,0,80219,1.4,9,S119,1,40
WEEKENDS/HOLIDAY,0,80169,0.7,19,S119,1,41
WEEKENDS/HOLIDAY,0,80159,0.5,22,S119,1,42
WEEKENDS/HOLIDAY,0,5649,0.3,37,S222,1,48
WEEKENDS/HOLIDAY,0,14061,0.5,2,S222,1,49
WEEKENDS/HOLIDAY,0,14071,0.4,3,S222,1,50
WEEKENDS/HOLIDAY,0,14121,0.4,94,S226,1,54
WEEKENDS/HOLIDAY,0,14131,0.5,30,S226,1,55
WEEKENDS/HOLIDAY,0,14151,0.4,47,S226,1,56
WEEKENDS/HOLIDAY,0,14161,0.4,130,S226,1,57
WEEKENDS/HOLIDAY,0,14171,0.7,10,S226,1,58
WEEKENDS/HOLIDAY,0,15141,0.3,16,S226,1,59
WEEKENDS/HOLIDAY,0,15151,0.2,14,S226,1,60
WEEKENDS/HOLIDAY,0,15161,0.5,2,S226,1,61
WEEKENDS/HOLIDAY,0,15191,0.3,19,S226,1,62
WEEKENDS/HOLIDAY,0,15201,0.6,12,S226,1,63
WEEKENDS/HOLIDAY,0,15221,0.3,53,S71,1,64
WEEKENDS/HOLIDAY,0,16201,0.3,10,S71,1,65
WEEKENDS/HOLIDAY,0,16011,0.5,119,S71,1,66
WEEKENDS/HOLIDAY,0,16021,0.3,5,S71,1,67
WEEKENDS/HOLIDAY,0,16031,0.2,46,S71,1,68
WEEKENDS/HOLIDAY,0,16041,0.3,25,S71,1,69
WEEKENDS/HOLIDAY,0,16051,0.2,13,S203,1,70
WEEKENDS/HOLIDAY,0,16061,0.2,67,S203,1,71
WEEKENDS/HOLIDAY,0,16071,0.3,23,S203,1,72
WEEKENDS/HOLIDAY,0,16081,0.5,53,S203,1,73
WEEKENDS/HOLIDAY,0,16009,0.4,68,S203,2,1
WEEKENDS/HOLIDAY,0,16089,0.3,101,S203,2,2
WEEKENDS/HOLIDAY,0,16079,0.3,6,S203,2,3
WEEKENDS/HOLIDAY,0,16069,0.3,49,S203,2,4
WEEKENDS/HOLIDAY,0,16059,0.2,8,S203,2,5
WEEKENDS/HOLIDAY,0,16049,0.2,34,S71,2,6
WEEKENDS/HOLIDAY,0,16039,0.3,17,S71,2,7
WEEKENDS/HOLIDAY,0,16029,0.5,1,S71,2,8
WEEKENDS/HOLIDAY,0,16019,0.2,33,S71,2,9
WEEKENDS/HOLIDAY,0,16209,0.3,10,S71,2,10
WEEKENDS/HOLIDAY,0,15229,0.2,23,S71,2,11
WEEKENDS/HOLIDAY,0,15219,0.4,12,S71,2,12
WEEKENDS/HOLIDAY,0,15209,0.3,5,S226,2,13
WEEKENDS/HOLIDAY,0,15199,0.5,5,S226,2,14
WEEKENDS/HOLIDAY,0,15169,0.2,3,S226,2,15
WEEKENDS/HOLIDAY,0,15159,0.3,3,S226,2,16
WEEKENDS/HOLIDAY,0,15149,0.4,10,S226,2,17
WEEKENDS/HOLIDAY,0,14189,0.3,51,S226,2,18
WEEKENDS/HOLIDAY,0,14179,0.4,12,S226,2,19
WEEKENDS/HOLIDAY,0,14169,0.5,86,S226,2,20
WEEKENDS/HOLIDAY,0,14159,0.4,37,S226,2,21
WEEKENDS/HOLIDAY,0,14139,0.5,19,S226,2,22
WEEKENDS/HOLIDAY,0,14089,0.8,1,S222,2,26
WEEKENDS/HOLIDAY,0,14069,0.6,3,S222,2,27
WEEKENDS/HOLIDAY,0,5641,0.4,23,S222,2,28
WEEKENDS/HOLIDAY,0,80151,0.7,46,S119,2,35
WEEKENDS/HOLIDAY,0,80161,1.6,59,S119,2,36
WEEKENDS/HOLIDAY,0,80211,0.6,19,S119,2,37
WEEKENDS/HOLIDAY,0,80149,0.6,85,S214,2,38
WEEKENDS/HOLIDAY,0,81171,0.5,102,S78,2,39
WEEKENDS/HOLIDAY,0,81181,0.4,125,S78,2,40
WEEKENDS/HOLIDAY,0,81191,0.5,16,S78,2,41
WEEKENDS/HOLIDAY,0,82079,0.5,98,S78,2,42
WEEKENDS/HOLIDAY,0,92169,0.5,53,S78,2,43
WEEKENDS/HOLIDAY,0,92091,0.3,26,S78,2,44
WEEKENDS/HOLIDAY,0,92101,0.2,35,S113,2,45
WEEKENDS/HOLIDAY,0,92111,0.5,124,S113,2,46
WEEKENDS/HOLIDAY,0,92121,0.5,132,S113,2,47
WEEKENDS/HOLIDAY,0,92131,0.4,66,S113,2,48
WEEKENDS/HOLIDAY,0,92141,0.2,48,S113,2,49
WEEKENDS/HOLIDAY,0,92151,0.3,62,S113,2,50
WEEKENDS/HOLIDAY,0,93051,0.4,28,S113,2,51
WEEKENDS/HOLIDAY,0,93061,0.4,66,S113,2,52
WEEKENDS/HOLIDAY,0,93071,0.4,71,S212,2,53
WEEKENDS/HOLIDAY,0,93081,0.3,43,S212,2,54
WEEKENDS/HOLIDAY,0,93091,0.4,35,S212,2,55
WEEKENDS/HOLIDAY,0,94011,0.4,71,S212,2,56
WEEKENDS/HOLIDAY,0,94021,0.3,21,S212,2,57
WEEKENDS/HOLIDAY,0,94031,0.4,108,S212,2,58
WEEKENDS/HOLIDAY,0,94041,0.4,46,S212,2,59
WEEKENDS/HOLIDAY,0,94051,0.5,64,S212,2,60
WEEKENDS/HOLIDAY,0,94061,0.5,31,S207,2,61
WEEKENDS/HOLIDAY,0,94071,0.4,12,S207,2,62
WEEKENDS/HOLIDAY,0,85021,0.4,18,S207,2,63
WEEKENDS/HOLIDAY,0,85031,0.2,10,S207,2,64
WEEKENDS/HOLIDAY,0,85041,0.4,9,S207,2,65
WEEKENDS/HOLIDAY,0,85051,0.3,27,S207,2,66
WEEKENDS/HOLIDAY,0,85061,0.2,73,S84,2,67
WEEKENDS/HOLIDAY,0,85081,0.3,28,S84,2,68
WEEKENDS/HOLIDAY,0,85071,0.4,30,S84,2,69
WEEKENDS/HOLIDAY,0,96101,0.4,23,S84,2,70
WEEKENDS/HOLIDAY,0,96281,1.3,23,S84,2,71
WEEKENDS/HOLIDAY,0,76061,0.5,471,S84,2,72
WEEKENDS/HOLIDAY,0,76051,0.6,217,S84,2,73
WEEKENDS/HOLIDAY,6,75009,0.6,7099,S84,1,1
WEEKENDS/HOLIDAY,6,76059,0.5,397,S84,1,2
WEEKENDS/HOLIDAY,6,76069,1.2,1078,S84,1,3
WEEKENDS/HOLIDAY,6,96289,0.4,1672,S84,1,4
WEEKENDS/HOLIDAY,6,96109,0.6,109,S84,1,5
WEEKENDS/HOLIDAY,6,85079,0.2,39,S84,1,6
WEEKENDS/HOLIDAY,6,85089,0.3,31,S84,1,7
WEEKENDS/HOLIDAY,6,85069,0.3,150,S84,1,8
WEEKENDS/HOLIDAY,6,85059,0.4,37,S207,1,9
WEEKENDS/HOLIDAY,6,85049,0.3,20,S207,1,10
WEEKENDS/HOLIDAY,6,85039,0.2,17,S207,1,11
WEEKENDS/HOLIDAY,6,85029,0.2,40,S207,1,12
WEEKENDS/HOLIDAY,6,85019,0.3,121,S207,1,13
WEEKENDS/HOLIDAY,6,94079,0.6,28,S207,1,14
WEEKENDS/HOLIDAY,6,94069,0.3,47,S207,1,15
WEEKENDS/HOLIDAY,6,94059,0.4,101,S212,1,16
WEEKENDS/HOLIDAY,6,94049,0.2,33,S212,1,17
WEEKENDS/HOLIDAY,6,94089,0.3,46,S212,1,18
WEEKENDS/HOLIDAY,6,94039,0.4,155,S212,1,19
WEEKENDS/HOLIDAY,6,94029,0.2,46,S212,1,20
WEEKENDS/HOLIDAY,6,94019,0.4,81,S212,1,21
WEEKENDS/HOLIDAY,6,93099,0.5,45,S212,1,22
WEEKENDS/HOLIDAY,6,93089,0.3,65,S212,1,23
WEEKENDS/HOLIDAY,6,93079,0.3,125,S212,1,24
WEEKENDS/HOLIDAY,6,93069,0.4,87,S113,1,25
WEEKENDS/HOLIDAY,6,93059,0.3,28,S113,1,26
WEEKENDS/HOLIDAY,6,92159,0.3,57,S113,1,27
WEEKENDS/HOLIDAY,6,92149,0.3,95,S113,1,28
WEEKENDS/HOLIDAY,6,92139,0.5,82,S113,1,29
WEEKENDS/HOLIDAY,6,92129,0.5,225,S113,1,30
WEEKENDS/HOLIDAY,6,92119,0.2,202,S113,1,31
WEEKENDS/HOLIDAY,6,92109,0.3,22,S113,1,32
WEEKENDS/HOLIDAY,6,92099,0.5,109,S78,1,33
WEEKENDS/HOLIDAY,6,92161,0.4,115,S78,1,34
WEEKENDS/HOLIDAY,6,82071,0.8,221,S78,1,35
WEEKENDS/HOLIDAY,6,81199,0.3,38,S78,1,36
WEEKENDS/HOLIDAY,6,81189,0.5,409,S78,1,37
WEEKENDS/HOLIDAY,6,81179,0.6,266,S78,1,38
WEEKENDS/HOLIDAY,6,80141,0.7,70,S214,1,39
WEEKENDS/HOLIDAY,6,80219,1.4,30,S119,1,40
WEEKENDS/HOLIDAY,6,80169,0.7,143,S119,1,41
WEEKENDS/HOLIDAY,6,80159,0.5,98,S119,1,42
WEEKENDS/HOLIDAY,6,5649,0.3,208,S222,1,48
WEEKENDS/HOLIDAY,6,14061,0.5,23,S222,1,49
WEEKENDS/HOLIDAY,6,14071,0.4,15,S222,1,50
WEEKENDS/HOLIDAY,6,14081,0.4,9,S222,1,51
WEEKENDS/HOLIDAY,6,14121,0.4,562,S226,1,54
WEEKENDS/HOLIDAY,6,14131,0.5,77,S226,1,55
WEEKENDS/HOLIDAY,6,14151,0.4,83,S226,1,56
WEEKENDS/HOLIDAY,6,14161,0.4,405,S226,1,57
WEEKENDS/HOLIDAY,6,14171,0.7,61,S226,1,58
WEEKENDS/HOLIDAY,6,15141,0.3,41,S226,1,59
WEEKENDS/HOLIDAY,6,15151,0.2,42,S226,1,60
WEEKENDS/HOLIDAY,6,15161,0.5,123,S226,1,61
WEEKENDS/HOLIDAY,6,15191,0.3,607,S226,1,62
WEEKENDS/HOLIDAY,6,15201,0.6,20,S226,1,63
WEEKENDS/HOLIDAY,6,15221,0.3,79,S71,1,64
WEEKENDS/HOLIDAY,6,16201,0.3,54,S71,1,65
WEEKENDS/HOLIDAY,6,16011,0.5,225,S71,1,66
WEEKENDS/HOLIDAY,6,16021,0.3,15,S71,1,67
WEEKENDS/HOLIDAY,6,16031,0.2,29,S71,1,68
WEEKENDS/HOLIDAY,6,16041,0.3,40,S71,1,69
WEEKENDS/HOLIDAY,6,16051,0.2,37,S203,1,70
WEEKENDS/HOLIDAY,6,16061,0.2,41,S203,1,71
WEEKENDS/HOLIDAY,6,16071,0.3,14,S203,1,72
WEEKENDS/HOLIDAY,6,16081,0.5,44,S203,1,73
WEEKENDS/HOLIDAY,6,16009,0.4,48,S203,2,1
WEEKENDS/HOLIDAY,6,16089,0.3,99,S203,2,2
WEEKENDS/HOLIDAY,6,16079,0.3,20,S203,2,3
WEEKENDS/HOLIDAY,6,16069,0.3,102,S203,2,4
WEEKENDS/HOLIDAY,6,16059,0.2,25,S203,2,5
WEEKENDS/HOLIDAY,6,16049,0.2,84,S71,2,6
WEEKENDS/HOLIDAY,6,16039,0.3,27,S71,2,7
WEEKENDS/HOLIDAY,6,16029,0.5,7,S71,2,8
WEEKENDS/HOLIDAY,6,16019,0.2,649,S71,2,9
WEEKENDS/HOLIDAY,6,16209,0.3,34,S71,2,10
WEEKENDS/HOLIDAY,6,15229,0.2,60,S71,2,11
WEEKENDS/HOLIDAY,6,15219,0.4,31,S71,2,12
WEEKENDS/HOLIDAY,6,15209,0.3,199,S226,2,13
WEEKENDS/HOLIDAY,6,15199,0.5,175,S226,2,14
WEEKENDS/HOLIDAY,6,15169,0.2,174,S226,2,15
WEEKENDS/HOLIDAY,6,15159,0.3,62,S226,2,16
WEEKENDS/HOLIDAY,6,15149,0.4,27,S226,2,17
WEEKENDS/HOLIDAY,6,14189,0.3,13,S226,2,18
WEEKENDS/HOLIDAY,6,14179,0.4,72,S226,2,19
WEEKENDS/HOLIDAY,6,14169,0.5,408,S226,2,20
WEEKENDS/HOLIDAY,6,14159,0.4,184,S226,2,21
WEEKENDS/HOLIDAY,6,14139,0.5,888,S226,2,22
WEEKENDS/HOLIDAY,6,14089,0.8,3,S222,2,26
WEEKENDS/HOLIDAY,6,14069,0.6,26,S222,2,27
WEEKENDS/HOLIDAY,6,5641,0.4,60,S222,2,28
WEEKENDS/HOLIDAY,6,80151,0.7,10,S119,2,35
WEEKENDS/HOLIDAY,6,80161,1.6,58,S119,2,36
WEEKENDS/HOLIDAY,6,80211,0.6,31,S119,2,37
WEEKENDS/HOLIDAY,6,80149,0.6,74,S214,2,38
WEEKENDS/HOLIDAY,6,81171,0.5,180,S78,2,39
WEEKENDS/HOLIDAY,6,81181,0.4,340,S78,2,40
WEEKENDS/HOLIDAY,6,81191,0.5,11,S78,2,41
WEEKENDS/HOLIDAY,6,82079,0.5,128,S78,2,42
WEEKENDS/HOLIDAY,6,92169,0.5,68,S78,2,43
WEEKENDS/HOLIDAY,6,92091,0.3,18,S78,2,44
WEEKENDS/HOLIDAY,6,92101,0.2,57,S113,2,45
WEEKENDS/HOLIDAY,6,92111,0.5,145,S113,2,46
WEEKENDS/HOLIDAY,6,92121,0.5,103,S113,2,47
WEEKENDS/HOLIDAY,6,92131,0.4,40,S113,2,48
WEEKENDS/HOLIDAY,6,92141,0.2,40,S113,2,49
WEEKENDS/HOLIDAY,6,92151,0.3,52,S113,2,50
WEEKENDS/HOLIDAY,6,93051,0.4,19,S113,2,51
WEEKENDS/HOLIDAY,6,93061,0.4,68,S113,2,52
WEEKENDS/HOLIDAY,6,93071,0.4,81,S212,2,53
WEEKENDS/HOLIDAY,6,93081,0.3,28,S212,2,54
WEEKENDS/HOLIDAY,6,93091,0.4,26,S212,2,55
WEEKENDS/HOLIDAY,6,94011,0.4,18,S212,2,56
WEEKENDS/HOLIDAY,6,94021,0.3,14,S212,2,57
WEEKENDS/HOLIDAY,6,94031,0.4,101,S212,2,58
WEEKENDS/HOLIDAY,6,94041,0.4,10,S212,2,59
WEEKENDS/HOLIDAY,6,94051,0.5,64,S212,2,60
WEEKENDS/HOLIDAY,6,94061,0.5,38,S207,2,61
WEEKENDS/HOLIDAY,6,94071,0.4,23,S207,2,62
WEEKENDS/HOLIDAY,6,85021,0.4,121,S207,2,63
WEEKENDS/HOLIDAY,6,85031,0.2,35,S207,2,64
WEEKENDS/HOLIDAY,6,85041,0.4,25,S207,2,65
WEEKENDS/HOLIDAY,6,85051,0.3,25,S207,2,66
WEEKENDS/HOLIDAY,6,85061,0.2,89,S84,2,67
WEEKENDS/HOLIDAY,6,85081,0.3,16,S84,2,68
WEEKENDS/HOLIDAY,6,85071,0.4,97,S84,2,69
WEEKENDS/HOLIDAY,6,96101,0.4,65,S84,2,70
WEEKENDS/HOLIDAY,6,96281,1.3,357,S84,2,71
WEEKENDS/HOLIDAY,6,76061,0.5,426,S84,2,72
WEEKENDS/HOLIDAY,6,76051,0.6,313,S84,2,73
WEEKENDS/HOLIDAY,7,75009,0.6,10300,S84,1,1
WEEKENDS/HOLIDAY,7,76059,0.5,416,S84,1,2
WEEKENDS/HOLIDAY,7,76069,1.2,1297,S84,1,3
WEEKENDS/HOLIDAY,7,96289,0.4,971,S84,1,4
WEEKENDS/HOLIDAY,7,96109,0.6,383,S84,1,5
WEEKENDS/HOLIDAY,7,85079,0.2,119,S84,1,6
WEEKENDS/HOLIDAY,7,85089,0.3,97,S84,1,7
WEEKENDS/HOLIDAY,7,85069,0.3,199,S84,1,8
WEEKENDS/HOLIDAY,7,85059,0.4,61,S207,1,9
WEEKENDS/HOLIDAY,7,85049,0.3,153,S207,1,10
WEEKENDS/HOLIDAY,7,85039,0.2,98,S207,1,11
WEEKENDS/HOLIDAY,7,85029,0.2,93,S207,1,12
WEEKENDS/HOLIDAY,7,85019,0.3,197,S207,1,13
WEEKENDS/HOLIDAY,7,94079,0.6,29,S207,1,14
WEEKENDS/HOLIDAY,7,94069,0.3,50,S207,1,15
WEEKENDS/HOLIDAY,7,94059,0.4,147,S212,1,16
WEEKENDS/HOLIDAY,7,94049,0.2,105,S212,1,17
WEEKENDS/HOLIDAY,7,94089,0.3,70,S212,1,18
WEEKENDS/HOLIDAY,7,94039,0.4,420,S212,1,19
WEEKENDS/HOLIDAY,7,94029,0.2,125,S212,1,20
WEEKENDS/HOLIDAY,7,94019,0.4,239,S212,1,21
WEEKENDS/HOLIDAY,7,93099,0.5,133,S212,1,22
WEEKENDS/HOLIDAY,7,93089,0.3,173,S212,1,23
WEEKENDS/HOLIDAY,7,93079,0.3,228,S212,1,24
WEEKENDS/HOLIDAY,7,93069,0.4,204,S113,1,25
WEEKENDS/HOLIDAY,7,93059,0.3,100,S113,1,26
WEEKENDS/HOLIDAY,7,92159,0.3,347,S113,1,27
WEEKENDS/HOLIDAY,7,92149,0.3,153,S113,1,28
WEEKENDS/HOLIDAY,7,92139,0.5,112,S113,1,29
WEEKENDS/HOLIDAY,7,92129,0.5,550,S113,1,30
WEEKENDS/HOLIDAY,7,92119,0.2,402,S113,1,31
WEEKENDS/HOLIDAY,7,92109,0.3,88,S113,1,32
WEEKENDS/HOLIDAY,7,92099,0.5,278,S78,1,33
WEEKENDS/HOLIDAY,7,92161,0.4,217,S78,1,34
WEEKENDS/HOLIDAY,7,82071,0.8,402,S78,1,35
WEEKENDS/HOLIDAY,7,81199,0.3,66,S78,1,36
WEEKENDS/HOLIDAY,7,81189,0.5,940,S78,1,37
WEEKENDS/HOLIDAY,7,81179,0.6,272,S78,1,38
WEEKENDS/HOLIDAY,7,80141,0.7,243,S214,1,39
WEEKENDS/HOLIDAY,7,80219,1.4,86,S119,1,40
WEEKENDS/HOLIDAY,7,80169,0.7,163,S119,1,41
WEEKENDS/HOLIDAY,7,80159,0.5,226,S119,1,42
WEEKENDS/HOLIDAY,7,5649,0.3,255,S222,1,48
WEEKENDS/HOLIDAY,7,14061,0.5,105,S222,1,49
WEEKENDS/HOLIDAY,7,14071,0.4,23,S222,1,50
WEEKENDS/HOLIDAY,7,14081,0.4,11,S222,1,51
WEEKENDS/HOLIDAY,7,14121,0.4,364,S226,1,54
WEEKENDS/HOLIDAY,7,14131,0.5,149,S226,1,55
WEEKENDS/HOLIDAY,7,14151,0.4,103,S226,1,56
WEEKENDS/HOLIDAY,7,14161,0.4,512,S226,1,57
WEEKENDS/HOLIDAY,7,14171,0.7,54,S226,1,58
WEEKENDS/HOLIDAY,7,15141,0.3,178,S226,1,59
WEEKENDS/HOLIDAY,7,15151,0.2,83,S226,1,60
WEEKENDS/HOLIDAY,7,15161,0.5,183,S226,1,61
WEEKENDS/HOLIDAY,7,15191,0.3,452,S226,1,62
WEEKENDS/HOLIDAY,7,15201,0.6,32,S226,1,63
WEEKENDS/HOLIDAY,7,15221,0.3,192,S71,1,64
WEEKENDS/HOLIDAY,7,16201,0.3,33,S71,1,65
WEEKENDS/HOLIDAY,7,16011,0.5,434,S71,1,66
WEEKENDS/HOLIDAY,7,16021,0.3,15,S71,1,67
WEEKENDS/HOLIDAY,7,16031,0.2,83,S71,1,68
WEEKENDS/HOLIDAY,7,16041,0.3,90,S71,1,69
WEEKENDS/HOLIDAY,7,16051,0.2,26,S203,1,70
WEEKENDS/HOLIDAY,7,16061,0.2,69,S203,1,71
WEEKENDS/HOLIDAY,7,16071,0.3,37,S203,1,72
WEEKENDS/HOLIDAY,7,16081,0.5,114,S203,1,73
WEEKENDS/HOLIDAY,7,16009,0.4,146,S203,2,1
WEEKENDS/HOLIDAY,7,16089,0.3,157,S203,2,2
WEEKENDS/HOLIDAY,7,16079,0.3,47,S203,2,3
WEEKENDS/HOLIDAY,7,16069,0.3,151,S203,2,4
WEEKENDS/HOLIDAY,7,16059,0.2,55,S203,2,5
WEEKENDS/HOLIDAY,7,16049,0.2,122,S71,2,6
WEEKENDS/HOLIDAY,7,16039,0.3,44,S71,2,7
WEEKENDS/HOLIDAY,7,16029,0.5,18,S71,2,8
WEEKENDS/HOLIDAY,7,16019,0.2,509,S71,2,9
WEEKENDS/HOLIDAY,7,16209,0.3,32,S71,2,10
WEEKENDS/HOLIDAY,7,15229,0.2,111,S71,2,11
WEEKENDS/HOLIDAY,7,15219,0.4,73,S71,2,12
WEEKENDS/HOLIDAY,7,15209,0.3,117,S226,2,13
WEEKENDS/HOLIDAY,7,15199,0.5,341,S226,2,14
WEEKENDS/HOLIDAY,7,15169,0.2,179,S226,2,15
WEEKENDS/HOLIDAY,7,15159,0.3,103,S226,2,16
WEEKENDS/HOLIDAY,7,15149,0.4,73,S226,2,17
WEEKENDS/HOLIDAY,7,14189,0.3,52,S226,2,18
WEEKENDS/HOLIDAY,7,14179,0.4,68,S226,2,19
WEEKENDS/HOLIDAY,7,14169,0.5,729,S226,2,20
WEEKENDS/HOLIDAY,7,14159,0.4,247,S226,2,21
WEEKENDS/HOLIDAY,7,14139,0.5,477,S226,2,22
WEEKENDS/HOLIDAY,7,14089,0.8,4,S222,2,26
WEEKENDS/HOLIDAY,7,14069,0.6,39,S222,2,27
WEEKENDS/HOLIDAY,7,5641,0.4,158,S222,2,28
WEEKENDS/HOLIDAY,7,80151,0.7,55,S119,2,35
WEEKENDS/HOLIDAY,7,80161,1.6,70,S119,2,36
WEEKENDS/HOLIDAY,7,80211,0.6,62,S119,2,37
WEEKENDS/HOLIDAY,7,80149,0.6,211,S214,2,38
WEEKENDS/HOLIDAY,7,81171,0.5,472,S78,2,39
WEEKENDS/HOLIDAY,7,81181,0.4,900,S78,2,40
WEEKENDS/HOLIDAY,7,81191,0.5,25,S78,2,41
WEEKENDS/HOLIDAY,7,82079,0.5,272,S78,2,42
WEEKENDS/HOLIDAY,7,92169,0.5,386,S78,2,43
WEEKENDS/HOLIDAY,7,92091,0.3,72,S78,2,44
WEEKENDS/HOLIDAY,7,92101,0.2,204,S113,2,45
WEEKENDS/HOLIDAY,7,92111,0.5,380,S113,2,46
WEEKENDS/HOLIDAY,7,92121,0.5,249,S113,2,47
WEEKENDS/HOLIDAY,7,92131,0.4,129,S113,2,48
WEEKENDS/HOLIDAY,7,92141,0.2,84,S113,2,49
WEEKENDS/HOLIDAY,7,92151,0.3,160,S113,2,50
WEEKENDS/HOLIDAY,7,93051,0.4,82,S113,2,51
WEEKENDS/HOLIDAY,7,93061,0.4,187,S113,2,52
WEEKENDS/HOLIDAY,7,93071,0.4,141,S212,2,53
WEEKENDS/HOLIDAY,7,93081,0.3,69,S212,2,54
WEEKENDS/HOLIDAY,7,93091,0.4,71,S212,2,55
WEEKENDS/HOLIDAY,7,94011,0.4,54,S212,2,56
WEEKENDS/HOLIDAY,7,94021,0.3,104,S212,2,57
WEEKENDS/HOLIDAY,7,94031,0.4,280,S212,2,58
WEEKENDS/HOLIDAY,7,94041,0.4,42,S212,2,59
WEEKENDS/HOLIDAY,7,94051,0.5,141,S212,2,60
WEEKENDS/HOLIDAY,7,94061,0.5,139,S207,2,61
WEEKENDS/HOLIDAY,7,94071,0.4,80,S207,2,62
WEEKENDS/HOLIDAY,7,85021,0.4,180,S207,2,63
WEEKENDS/HOLIDAY,7,85031,0.2,81,S207,2,64
WEEKENDS/HOLIDAY,7,85041,0.4,54,S207,2,65
WEEKENDS/HOLIDAY,7,85051,0.3,49,S207,2,66
WEEKENDS/HOLIDAY,7,85061,0.2,234,S84,2,67
WEEKENDS/HOLIDAY,7,85081,0.3,34,S84,2,68
WEEKENDS/HOLIDAY,7,85071,0.4,368,S84,2,69
WEEKENDS/HOLIDAY,7,96101,0.4,135,S84,2,70
WEEKENDS/HOLIDAY,7,96281,1.3,498,S84,2,71
WEEKENDS/HOLIDAY,7,76061,0.5,709,S84,2,72
WEEKENDS/HOLIDAY,7,76051,0.6,768,S84,2,73
WEEKENDS/HOLIDAY,8,75009,0.6,15050,S84,1,1
WEEKENDS/HOLIDAY,8,76059,0.5,589,S84,1,2
WEEKENDS/HOLIDAY,8,76069,1.2,1490,S84,1,3
WEEKENDS/HOLIDAY,8,96289,0.4,1033,S84,1,4
WEEKENDS/HOLIDAY,8,96109,0.6,444,S84,1,5
WEEKENDS/HOLIDAY,8,85079,0.2,154,S84,1,6
WEEKENDS/HOLIDAY,8,85089,0.3,138,S84,1,7
WEEKENDS/HOLIDAY,8,85069,0.3,417,S84,1,8
WEEKENDS/HOLIDAY,8,85059,0.4,97,S207,1,9
WEEKENDS/HOLIDAY,8,85049,0.3,265,S207,1,10
WEEKENDS/HOLIDAY,8,85039,0.2,166,S207,1,11
WEEKENDS/HOLIDAY,8,85029,0.2,182,S207,1,12
WEEKENDS/HOLIDAY,8,85019,0.3,244,S207,1,13
WEEKENDS/HOLIDAY,8,94079,0.6,54,S207,1,14
WEEKENDS/HOLIDAY,8,94069,0.3,94,S207,1,15
WEEKENDS/HOLIDAY,8,94059,0.4,293,S212,1,16
WEEKENDS/HOLIDAY,8,94049,0.2,111,S212,1,17
WEEKENDS/HOLIDAY,8,94089,0.3,133,S212,1,18
WEEKENDS/HOLIDAY,8,94039,0.4,891,S212,1,19
WEEKENDS/HOLIDAY,8,94029,0.2,225,S212,1,20
WEEKENDS/HOLIDAY,8,94019,0.4,359,S212,1,21
